indexInDoc	token	posTag
4842	diseases	NN
4843	included	VB
4844	spiritual	JJ
4845	??	NN
4846	spiritual	JJ
4847	petrification	NN
4848	a	OO
4849	feeling	NN
4850	of	OO
4851	being	VB
4852	immortal	JJ
4853	and	OO
4854	funereal	JJ
4855	face	NN
4856	a	OO
4857	concept	NN
4858	Francis	NN
4859	referred	VB
4860	to	OO
4861	this	OO
4862	month	NN
4863	urging	VB
4864	followers	NN
4865	to	OO
4866	prepare	VB
4867	for	OO
4868	Christmas	NN
4869	with	OO
4870	joy	NN
4871	instead	RB
4872	of	OO
4873	dourness	NN
4874	or	OO
4875	anxiety	NN
4876	The	OO
4877	pope	NN
4878	also	RB
4879	blasted	VB
4880	gossiping	NN
4881	among	OO
4882	officials	NN
4883	as	OO
4884	a	OO
4885	form	NN
4886	of	OO
4887	satanic	JJ
4888	assassination	NN
4889	He	NN
4890	said	VB
4891	Sometimes	RB
4892	officials	NN
4893	of	OO
4894	the	OO
4895	Curia	NN
4896	feel	VB
4897	themselves	NN
4898	lords	NN
4899	of	OO
4900	the	OO
4901	manor	NN
4902	superior	JJ
4903	to	OO
4904	everyone	NN
4905	and	OO
4906	everything	NN
4907	Francis	NN
4908	hoped	VB
4909	that	OO
4910	the	OO
4911	Christmas	NN
4912	season	NN
4913	would	VB
4914	help	VB
4915	the	OO
4916	governing	VB
4917	body	NN
4918	to	OO
4919	heal	VB
4920	some	OO
4921	of	OO
4922	what	NN
4923	ails	VB
4924	it	NN
4925	The	OO
4926	Vatican	NN
4927	released	VB
4928	an	OO
4929	English	JJ
4930	version	NN
4931	of	OO
4932	the	OO
4933	list	NN
4934	Some	OO
4935	of	OO
4936	the	OO
4937	highlights	NN
4938	or	OO
4939	lowlights	NN
4940	depending	VB
4941	on	OO
4942	whether	OO
4943	you	NN
4944	are	VB
4945	a	OO
4946	member	NN
4947	of	OO
4948	the	OO
4949	Curia	NN
4950	or	OO
4951	not	RB
4952	On	OO
4953	feeling	NN
4954	immortal	JJ
4955	A	JJ
4956	curia	NN
4957	that	OO
4958	does	VB
4959	not	RB
4960	practice	VB
4961	does	VB
4962	not	RB
4963	keep	VB
4964	up	OO
4965	to	OO
4966	date	NN
4967	does	VB
4968	not	RB
4969	try	VB
4970	to	OO
4971	better	VB
4972	itself	NN
4973	is	VB
4974	an	OO
4975	infirm	JJ
4976	Body	NN
4977	Messages	NN
4978	in	OO
4979	support	NN
4980	of	OO
4981	members	NN
4982	and	OO
4983	a	OO
4984	more	RB
4985	democratized	JJ
4986	University	NN
4987	of	OO
4988	California	NN
4989	system	NN
4990	were	VB
4991	displayed	VB
4992	as	OO
4993	individuals	NN
4994	held	VB
4995	several	JJ
4996	large	JJ
4997	colorful	JJ
4998	puppets	NN
4999	Food	NN
5000	was	VB
5001	served	VB
5002	and	OO
5003	the	OO
5004	event	NN
5005	was	VB
5006	dubbed	VB
5007	St	NN
5008	Precaria	NN
5009	s	OO
5010	Picnic	NN
5011	Lecturers	NN
5012	are	VB
5013	track	JJ
5014	members	NN
5015	They	NN
5016	say	VB
5017	that	OO
5018	they	NN
5019	are	VB
5020	not	RB
5021	treated	VB
5022	like	OO
5023	professionals	NN
5024	even	RB
5025	though	OO
5026	they	NN
5027	teach	VB
5028	classes	NN
5029	engage	VB
5030	in	OO
5031	writing	NN
5032	and	OO
5033	research	NN
5034	and	OO
5035	hold	VB
5036	advanced	JJ
5037	degrees	NN
5038	from	OO
5039	top	JJ
5040	universities	NN
5041	Across	OO
5042	the	OO
5043	University	NN
5044	of	OO
5045	California	NN
5046	system	NN
5047	about	OO
5048	of	OO
5049	all	OO
5050	classes	NN
5051	are	VB
5052	taught	VB
5053	by	OO
5054	Lecturers	NN
5055	and	OO
5056	contingent	JJ
5057	faculty	NN
5058	members	NN
5059	teach	VB
5060	over	OO
5061	half	NN
5062	of	OO
5063	the	OO
5064	UC	NN
5065	s	OO
5066	undergraduate	JJ
5067	credit	NN
5068	hours	NN
5069	in	OO
5070	total	NN
5071	if	OO
5072	graduate	JJ
5073	student	NN
5074	teachers	NN
5075	are	VB
5076	included	VB
5077	in	OO
5078	the	OO
5079	equation	NN
5080	The	OO
5081	majority	NN
5082	of	OO
5083	Lecturers	NN
5084	are	VB
5085	hired	VB
5086	or	OO
5087	as	OO
5088	temp	JJ
5089	workers	NN
5090	which	OO
5091	leaves	VB
5092	them	NN
5093	with	OO
5094	no	OO
5095	job	NN
5096	security	NN
5097	Additionally	RB
5098	a	OO
5099	Lecturer	NN
5100	s	OO
5101	workload	NN
5102	is	VB
5103	typically	RB
5104	twice	RB
5105	that	OO
5106	of	OO
5107	a	OO
5108	tenure	NN
5109	track	NN
5110	professor	NN
5111	yet	RB
5112	they	NN
5113	are	VB
5114	paid	VB
5115	significantly	RB
5116	less	RB
5117	Many	JJ
5118	of	OO
5119	the	OO
5120	picket	NN
5121	signs	NN
5122	displayed	VB
5123	at	OO
5124	the	OO
5125	picnic	NN
5126	communicated	VB
5127	around	OO
5128	the	OO
5129	theme	NN
5130	of	OO
5131	precarity	NN
5132	One	OO
5133	such	JJ
5134	message	NN
5135	A	OO
5136	Precarious	JJ
5137	Faculty	NN
5138	A	JJ
5139	Precarious	JJ
5140	University	NN
5141	was	VB
5142	emblazoned	VB
5143	on	OO
5144	a	OO
5145	gold	JJ
5146	flag	NN
5147	along	OO
5148	with	OO
5149	the	OO
5150	stencil	NN
5151	of	OO
5152	a	OO
5153	fist	NN
5154	holding	VB
5155	a	OO
5156	pencil	NN
5157	Precarity	NN
5158	has	VB
5159	been	VB
5160	defined	VB
5161	as	OO
5162	a	OO
5163	condition	NN
5164	of	OO
5165	instability	NN
5166	in	OO
5167	the	OO
5168	workforce	NN
5169	created	VB
5170	in	OO
5171	postindustrial	JJ
5172	societies	NN
5173	when	RB
5174	management	NN
5175	seeks	VB
5176	to	OO
5177	increase	VB
5178	its	JJ
5179	own	JJ
5180	strength	NN
5181	by	OO
5182	limiting	VB
5183	job	NN
5184	opportunities	NN
5185	to	OO
5186	temporary	JJ
5187	and	OO
5188	or	OO
5189	work	NN
5190	Carl	NN
5191	Krawitt	NN
5192	has	VB
5193	watched	VB
5194	his	JJ
5195	son	NN
5196	Rhett	NN
5197	now	RB
5198	6	OO
5199	fight	VB
5200	leukemia	NN
5201	for	OO
5202	the	OO
5203	past	JJ
5204	years	NN
5205	For	OO
5206	more	JJ
5207	than	OO
5208	three	OO
5209	of	OO
5210	those	OO
5211	years	NN
5212	Rhett	NN
5213	has	VB
5214	undergone	VB
5215	round	NN
5216	after	OO
5217	round	NN
5218	of	OO
5219	chemotherapy	NN
5220	Last	JJ
5221	year	NN
5222	he	NN
5223	finished	VB
5224	chemotherapy	NN
5225	and	OO
5226	doctors	NN
5227	say	VB
5228	he	NN
5229	is	VB
5230	in	OO
5231	remission	NN
5232	Now	RB
5233	there	OO
5234	s	VB
5235	a	OO
5236	new	JJ
5237	threat	NN
5238	one	OO
5239	that	OO
5240	the	OO
5241	family	NN
5242	should	VB
5243	not	RB
5244	have	VB
5245	to	OO
5246	worry	VB
5247	about	OO
5248	measles	NN
5249	Rhett	NN
5250	be	VB
5251	vaccinated	VB
5252	because	OO
5253	his	JJ
5254	immune	JJ
5255	system	NN
5256	is	VB
5257	still	RB
5258	rebuilding	VB
5259	It	NN
5260	may	VB
5261	be	VB
5262	months	NN
5263	more	RB
5264	before	OO
5265	his	JJ
5266	body	NN
5267	is	VB
5268	healthy	JJ
5269	enough	RB
5270	to	OO
5271	get	VB
5272	all	OO
5273	his	JJ
5274	immunizations	NN
5275	Until	OO
5276	then	RB
5277	he	NN
5278	depends	VB
5279	on	OO
5280	everyone	NN
5281	around	OO
5282	him	NN
5283	for	OO
5284	protection	NN
5285	what	NN
5286	s	VB
5287	known	VB
5288	as	OO
5289	herd	NN
5290	immunity	NN
5291	But	OO
5292	Rhett	NN
5293	lives	VB
5294	in	OO
5295	Marin	NN
5296	County	NN
5297	Calif	NN
5298	a	OO
5299	county	NN
5300	with	OO
5301	the	OO
5302	dubious	JJ
5303	honor	NN
5304	of	OO
5305	having	VB
5306	the	OO
5307	highest	JJ
5308	rate	NN
5309	of	OO
5310	personal	JJ
5311	belief	NN
5312	exemptions	NN
5313	in	OO
5314	the	OO
5315	Bay	NN
5316	Area	NN
5317	and	OO
5318	among	OO
5319	the	OO
5320	highest	JJ
5321	in	OO
5322	the	OO
5323	state	NN
5324	This	OO
5325	school	NN
5326	year	NN
5327	645	OO
5328	percent	NN
5329	of	OO
5330	children	NN
5331	in	OO
5332	Marin	NN
5333	have	VB
5334	a	OO
5335	personal	JJ
5336	belief	NN
5337	exemption	NN
5338	which	OO
5339	allows	VB
5340	parents	NN
5341	to	OO
5342	lawfully	RB
5343	send	VB
5344	their	JJ
5345	children	NN
5346	to	OO
5347	school	NN
5348	unvaccinated	VB
5349	against	OO
5350	communicable	JJ
5351	diseases	NN
5352	like	OO
5353	measles	NN
5354	polio	NN
5355	whooping	JJ
5356	cough	NN
5357	and	OO
5358	more	JJ
5359	Carl	NN
5360	Krawitt	NN
5361	has	VB
5362	had	VB
5363	just	RB
5364	about	RB
5365	enough	NN
5366	It	NN
5367	s	VB
5368	very	RB
5369	emotional	JJ
5370	for	OO
5371	me	NN
5372	he	NN
5373	said	VB
5374	If	OO
5375	you	NN
5376	choose	VB
5377	not	RB
5378	to	OO
5379	immunize	VB
5380	your	JJ
5381	own	JJ
5382	child	NN
5383	and	OO
5384	your	JJ
5385	own	JJ
5386	child	NN
5387	dies	VB
5388	because	OO
5389	they	NN
5390	get	VB
5391	measles	NN
5392	OK	OO
5393	that	OO
5394	s	VB
5395	your	JJ
5396	responsibility	NN
5397	that	OO
5398	s	VB
5399	your	JJ
5400	choice	NN
5401	But	OO
5402	if	OO
5403	your	JJ
5404	child	NN
5405	gets	VB
5406	sick	JJ
5407	and	OO
5408	gets	VB
5409	my	JJ
5410	child	NN
5411	sick	JJ
5412	and	OO
5413	my	JJ
5414	child	NN
5415	dies	VB
5416	then	RB
5417	your	JJ
5418	action	NN
5419	has	VB
5420	harmed	VB
5421	my	JJ
5422	child	NN
5423	South	NN
5424	??	NN
5425	startup	JJ
5426	culture	NN
5427	has	VB
5428	been	VB
5429	gaining	VB
5430	more	JJ
5431	attention	NN
5432	as	OO
5433	of	OO
5434	late	RB
5435	According	VB
5436	to	OO
5437	??	NN
5438	Small	JJ
5439	and	OO
5440	Medium	NN
5441	Business	NN
5442	Administration	NN
5443	the	OO
5444	number	NN
5445	of	OO
5446	startups	NN
5447	in	OO
5448	the	OO
5449	country	NN
5450	soared	VB
5451	to	OO
5452	roughly	RB
5453	30000	OO
5454	as	OO
5455	of	OO
5456	January	NN
5457	this	OO
5458	year	NN
5459	up	RB
5460	from	OO
5461	a	OO
5462	mere	JJ
5463	2000	OO
5464	some	OO
5465	16	OO
5466	years	NN
5467	ago	RB
5468	And	OO
5469	among	OO
5470	that	OO
5471	group	NN
5472	63	OO
5473	have	VB
5474	risen	VB
5475	to	OO
5476	No	NN
5477	1	OO
5478	in	OO
5479	terms	NN
5480	of	OO
5481	market	NN
5482	share	NN
5483	in	OO
5484	their	JJ
5485	respective	JJ
5486	industries	NN
5487	But	OO
5488	in	OO
5489	spite	NN
5490	of	OO
5491	that	OO
5492	growth	NN
5493	and	OO
5494	the	OO
5495	??	NN
5496	ongoing	JJ
5497	support	NN
5498	for	OO
5499	building	VB
5500	a	OO
5501	creative	JJ
5502	economy	NN
5503	one	NN
5504	that	OO
5505	favors	VB
5506	and	OO
5507	encourages	VB
5508	young	JJ
5509	entrepreneurship	NN
5510	??	NN
5511	startup	JJ
5512	culture	NN
5513	is	VB
5514	not	RB
5515	as	RB
5516	advantageous	JJ
5517	or	OO
5518	conducive	JJ
5519	as	OO
5520	it	NN
5521	might	VB
5522	seem	VB
5523	While	OO
5524	many	JJ
5525	have	VB
5526	the	OO
5527	impression	NN
5528	the	OO
5529	??	NN
5530	startup	JJ
5531	landscape	NN
5532	is	VB
5533	teeming	VB
5534	with	OO
5535	opportunity	NN
5536	there	OO
5537	are	VB
5538	some	OO
5539	who	NN
5540	remain	VB
5541	skeptical	JJ
5542	of	OO
5543	its	JJ
5544	true	JJ
5545	offerings	NN
5546	One	OO
5547	such	JJ
5548	entrepreneur	NN
5549	is	VB
5550	Jae	NN
5551	Lee	NN
5552	founder	NN
5553	and	OO
5554	CEO	NN
5555	of	OO
5556	Movable	NN
5557	Ads	NN
5558	a	OO
5559	mobile	JJ
5560	advertising	NN
5561	application	NN
5562	that	OO
5563	empowers	VB
5564	sports	NN
5565	fans	NN
5566	from	OO
5567	all	NN
5568	over	OO
5569	the	OO
5570	world	NN
5571	to	OO
5572	engage	VB
5573	and	OO
5574	cheer	VB
5575	on	OO
5576	their	JJ
5577	favorite	JJ
5578	teams	NN
5579	or	OO
5580	players	NN
5581	in	OO
5582	real	JJ
5583	time	NN
5584	The	OO
5585	company	NN
5586	has	VB
5587	offices	NN
5588	in	OO
5589	Texas	NN
5590	and	OO
5591	Seoul	NN
5592	and	OO
5593	has	VB
5594	already	RB
5595	begun	VB
5596	to	OO
5597	expand	VB
5598	into	OO
5599	the	OO
5600	European	JJ
5601	market	NN
5602	with	OO
5603	a	OO
5604	another	OO
5605	branch	NN
5606	in	OO
5607	Germany	NN
5608	The	OO
5609	TPP	NN
5610	would	VB
5611	create	VB
5612	an	OO
5613	environment	NN
5614	hostile	JJ
5615	to	OO
5616	journalists	NN
5617	and	OO
5618	whistleblowers	NN
5619	said	VB
5620	policy	NN
5621	directors	NN
5622	for	OO
5623	the	OO
5624	Electronic	NN
5625	Frontier	NN
5626	Foundation	NN
5627	and	OO
5628	Fight	NN
5629	for	OO
5630	the	OO
5631	Future	NN
5632	of	OO
5633	the	OO
5634	letter	NN
5635	trade	NN
5636	secrets	NN
5637	provisions	NN
5638	could	VB
5639	make	VB
5640	it	NN
5641	a	OO
5642	crime	NN
5643	for	OO
5644	people	NN
5645	to	OO
5646	reveal	VB
5647	corporate	JJ
5648	wrongdoing	NN
5649	through	OO
5650	a	OO
5651	computer	NN
5652	system	NN
5653	says	VB
5654	the	OO
5655	letter	NN
5656	The	JJ
5657	language	NN
5658	is	VB
5659	dangerously	RB
5660	vague	JJ
5661	and	OO
5662	enables	VB
5663	signatory	JJ
5664	countries	NN
5665	to	OO
5666	enact	VB
5667	rules	NN
5668	that	OO
5669	would	VB
5670	ban	VB
5671	reporting	NN
5672	on	OO
5673	timely	JJ
5674	critical	JJ
5675	issues	NN
5676	affecting	VB
5677	the	OO
5678	public	NN
5679	Among	OO
5680	the	OO
5681	signatories	NN
5682	are	VB
5683	activist	JJ
5684	author	NN
5685	and	OO
5686	Guardian	NN
5687	tech	NN
5688	columnist	NN
5689	Cory	NN
5690	Doctorow	NN
5691	Democracies	NN
5692	make	VB
5693	their	JJ
5694	laws	NN
5695	in	OO
5696	public	NN
5697	not	RB
5698	in	OO
5699	rooms	NN
5700	Doctorow	NN
5701	wrote	VB
5702	If	OO
5703	backers	NN
5704	truly	RB
5705	believed	VB
5706	that	OO
5707	they	NN
5708	were	VB
5709	doing	VB
5710	the	OO
5711	??	NN
5712	work	NN
5713	have	VB
5714	invited	VB
5715	the	OO
5716	people	NN
5717	into	OO
5718	the	OO
5719	room	NN
5720	The	OO
5721	fact	NN
5722	that	OO
5723	they	NN
5724	went	VB
5725	to	OO
5726	extreme	JJ
5727	unprecedented	JJ
5728	measures	NN
5729	to	OO
5730	stop	VB
5731	anyone	NN
5732	from	OO
5733	finding	VB
5734	out	OO
5735	what	NN
5736	was	VB
5737	going	VB
5738	on	OO
5739	even	RB
5740	going	VB
5741	so	RB
5742	far	RB
5743	as	OO
5744	to	OO
5745	threaten	VB
5746	Congress	NN
5747	with	OO
5748	jail	NN
5749	if	OO
5750	they	NN
5751	spoke	VB
5752	about	OO
5753	it	NN
5754	tells	VB
5755	you	NN
5756	that	OO
5757	this	OO
5758	is	VB
5759	something	NN
5760	being	VB
5761	done	VB
5762	to	OO
5763	Americans	NN
5764	not	RB
5765	for	OO
5766	Americans	NN
5767	Also	RB
5768	on	OO
5769	the	OO
5770	list	NN
5771	were	VB
5772	prominent	JJ
5773	members	NN
5774	of	OO
5775	the	OO
5776	open	JJ
5777	source	NN
5778	community	NN
5779	including	VB
5780	David	NN
5781	Heinemeier	NN
5782	Hansson	NN
5783	creator	NN
5784	of	OO
5785	the	OO
5786	popular	JJ
5787	Ruby	NN
5788	on	OO
5789	Rails	NN
5790	web	NN
5791	development	NN
5792	framework	NN
5793	image	NN
5794	hosting	NN
5795	company	NN
5796	Imgur	NN
5797	and	OO
5798	domain	JJ
5799	name	NN
5800	manager	NN
5801	Namecheap	NN
5802	The	OO
5803	hacking	JJ
5804	group	NN
5805	that	OO
5806	calls	VB
5807	itself	NN
5808	Anonymous	NN
5809	following	VB
5810	through	OO
5811	on	OO
5812	a	OO
5813	video	NN
5814	threat	NN
5815	revealed	VB
5816	the	OO
5817	names	NN
5818	of	OO
5819	two	OO
5820	of	OO
5821	the	OO
5822	Vineland	NN
5823	NJ	NN
5824	officers	NN
5825	involved	VB
5826	in	OO
5827	a	OO
5828	fatal	JJ
5829	arrest	NN
5830	last	JJ
5831	week	NN
5832	and	OO
5833	officials	NN
5834	confirmed	VB
5835	the	OO
5836	names	NN
5837	Tuesday	NN
5838	Chief	NN
5839	Timothy	NN
5840	Codispoti	NN
5841	posted	VB
5842	recordings	NN
5843	of	OO
5844	the	OO
5845	911	OO
5846	call	NN
5847	and	OO
5848	police	NN
5849	dispatches	NN
5850	from	OO
5851	the	OO
5852	arrest	NN
5853	of	OO
5854	Phillip	NN
5855	White	NN
5856	on	OO
5857	the	OO
5858	department	NN
5859	s	OO
5860	Facebook	NN
5861	page	NN
5862	A	OO
5863	lawyer	NN
5864	representing	VB
5865	the	OO
5866	three	OO
5867	officers	NN
5868	involved	VB
5869	in	OO
5870	the	OO
5871	incident	NN
5872	confirmed	VB
5873	their	JJ
5874	names	NN
5875	as	RB
5876	did	VB
5877	the	OO
5878	chief	NN
5879	who	NN
5880	was	VB
5881	cited	VB
5882	by	OO
5883	NJcom	NN
5884	Police	NN
5885	used	VB
5886	a	OO
5887	dog	NN
5888	to	OO
5889	restrain	VB
5890	White	NN
5891	32	OO
5892	of	OO
5893	Vineland	NN
5894	after	OO
5895	they	NN
5896	said	VB
5897	he	NN
5898	tried	VB
5899	to	OO
5900	reach	VB
5901	for	OO
5902	one	OO
5903	of	OO
5904	the	OO
5905	officers	NN
5906	weapons	NN
5907	on	OO
5908	March	NN
5909	31	OO
5910	White	NN
5911	s	OO
5912	family	NN
5913	and	OO
5914	a	OO
5915	rights	NN
5916	activist	NN
5917	citing	VB
5918	witnesses	NN
5919	allege	VB
5920	that	OO
5921	the	OO
5922	officers	NN
5923	punched	VB
5924	and	OO
5925	beat	VB
5926	White	NN
5927	before	OO
5928	he	NN
5929	was	VB
5930	placed	VB
5931	in	OO
5932	an	OO
5933	ambulance	NN
5934	for	OO
5935	respiratory	JJ
5936	distress	NN
5937	They	NN
5938	also	RB
5939	point	VB
5940	to	OO
5941	a	OO
5942	bystander	NN
5943	s	OO
5944	cellphone	NN
5945	video	NN
5946	which	OO
5947	they	NN
5948	say	VB
5949	shows	VB
5950	a	OO
5951	police	NN
5952	dog	NN
5953	biting	VB
5954	White	NN
5955	as	OO
5956	he	NN
5957	lies	VB
5958	on	OO
5959	the	OO
5960	ground	NN
5961	On	OO
5962	Tuesday	NN
5963	the	OO
5964	names	NN
5965	home	NN
5966	addresses	NN
5967	and	OO
5968	phone	NN
5969	numbers	NN
5970	of	OO
5971	Officers	NN
5972	Louis	NN
5973	Platania	NN
5974	and	OO
5975	Jeffrey	NN
5976	Travaline	NN
5977	were	VB
5978	posted	VB
5979	on	OO
5980	a	OO
5981	website	NN
5982	that	OO
5983	has	VB
5984	been	VB
5985	used	VB
5986	by	OO
5987	Anonymous	NN
5988	hackers	NN
5989	Stuart	NN
5990	Alterman	NN
5991	who	NN
5992	said	VB
5993	he	NN
5994	has	VB
5995	been	VB
5996	hired	VB
5997	by	OO
5998	the	OO
5999	police	NN
6000	union	NN
6001	to	OO
6002	represent	VB
6003	the	OO
6004	three	OO
6005	officers	NN
6006	called	VB
6007	the	OO
6008	release	NN
6009	of	OO
6010	names	NN
6011	by	OO
6012	Anonymous	NN
6013	unfortunate	JJ
6014	saying	VB
6015	the	OO
6016	investigation	NN
6017	should	VB
6018	be	VB
6019	allowed	VB
6020	to	OO
6021	play	VB
6022	out	OO
