indexInDoc	indexInText	indexInSentence	sentenceNumber	token	posTag	lemma	nerTag
2087	2087	25	109	r	NN	r	O
2088	2088	26	109	,	OO	,	O
2089	2089	27	109	in	OO	in	O
2090	2090	28	109	which	OO	which	O
2091	2091	29	109	case	NN	case	O
2092	2092	30	109	it	NN	it	O
2093	2093	31	109	remains	VB	remain	O
2094	2094	32	109	an	OO	a	O
2095	2095	33	109	ɔ	NN	ɔ	O
2096	2096	34	109	:	OO	:	O
2097	2097	35	109	.	OO	.	O
2098	2098	1	110	Other	JJ	other	O
2099	2099	2	110	common	JJ	common	O
2100	2100	3	110	capital-letter	NN	capital-letter	O
2101	2101	4	110	symbols	NN	symbol	O
2102	2102	5	110	are	VB	be	O
2103	2103	6	110	T	NN	t	O
2104	2104	7	110	for	OO	for	O
2105	2105	8	110	{	OO	-lcb-	O
2106	2106	9	110	tone	NN	tone	O
2107	2107	10	110	}	OO	-rcb-	O
2108	2108	11	110	,	OO	,	O
2109	2109	12	110	N	NN	n	O
2110	2110	13	110	for	OO	for	O
2111	2111	14	110	{	OO	-lcb-	O
2112	2112	15	110	nasal	JJ	nasal	O
2113	2113	16	110	}	OO	-rcb-	O
2114	2114	17	110	,	OO	,	O
2115	2115	18	110	F	NN	f	O
2116	2116	19	110	for	OO	for	O
2117	2117	20	110	{	OO	-lcb-	O
2118	2118	21	110	fricative	JJ	fricative	O
2119	2119	22	110	}	OO	-rcb-	O
2120	2120	23	110	(	OO	-lrb-	O
2121	2121	24	110	also	RB	also	O
2122	2122	25	110	S	NN	s	O
2123	2123	26	110	for	OO	for	O
2124	2124	27	110	{	OO	-lcb-	O
2125	2125	28	110	voiceless	JJ	voiceless	O
2126	2126	29	110	fricative	JJ	fricative	O
2127	2127	30	110	}	OO	-rcb-	O
2128	2128	31	110	and	OO	and	O
2129	2129	32	110	Z	NN	z	O
2130	2130	33	110	for	OO	for	O
2131	2131	34	110	{	OO	-lcb-	O
2132	2132	35	110	voiced	VB	voice	O
2133	2133	36	110	fricative	JJ	fricative	O
2134	2134	37	110	}	OO	-rcb-	O
2135	2135	38	110	)	OO	-rrb-	O
2136	2136	39	110	,	OO	,	O
2137	2137	40	110	G	NN	g	O
2138	2138	41	110	for	OO	for	O
2139	2139	42	110	{	OO	-lcb-	O
2140	2140	43	110	glide	VB	glide	O
2141	2141	44	110	}	OO	-rcb-	O
2142	2142	45	110	or	OO	or	O
2143	2143	46	110	for	OO	for	O
2144	2144	47	110	{	OO	-lcb-	O
2145	2145	48	110	semivowel/liquid	NN	semivowel/liquid	O
2146	2146	49	110	}	OO	-rcb-	O
2147	2147	50	110	,	OO	,	O
2148	2148	51	110	P	NN	p	O
2149	2149	52	110	for	OO	for	O
2150	2150	53	110	{	OO	-lcb-	O
2151	2151	54	110	plosive	JJ	plosive	O
2152	2152	55	110	}	OO	-rcb-	O
2153	2153	56	110	(	OO	-lrb-	O
2154	2154	57	110	stop	NN	stop	O
2155	2155	58	110	)	OO	-rrb-	O
2156	2156	59	110	(	OO	-lrb-	O
2157	2157	60	110	also	RB	also	O
2158	2158	61	110	T	NN	t	O
2159	2159	62	110	for	OO	for	O
2160	2160	63	110	{	OO	-lcb-	O
2161	2161	64	110	voiceless	JJ	voiceless	O
2162	2162	65	110	stop	NN	stop	O
2163	2163	66	110	}	OO	-rcb-	O
2164	2164	67	110	and	OO	and	O
2165	2165	68	110	D	NN	d	O
2166	2166	69	110	for	OO	for	O
2167	2167	70	110	{	OO	-lcb-	O
2168	2168	71	110	voiced	VB	voice	O
2169	2169	72	110	stop	NN	stop	O
2170	2170	73	110	}	OO	-rcb-	O
2171	2171	74	110	)	OO	-rrb-	O
2172	2172	75	110	,	OO	,	O
2173	2173	76	110	S	NN	s	O
2174	2174	77	110	for	OO	for	O
2175	2175	78	110	{	OO	-lcb-	O
2176	2176	79	110	sibilant	JJ	sibilant	O
2177	2177	80	110	}	OO	-rcb-	O
2178	2178	81	110	,	OO	,	O
2179	2179	82	110	L	NN	l	O
2180	2180	83	110	for	OO	for	O
2181	2181	84	110	{	OO	-lcb-	O
2182	2182	85	110	liquid	JJ	liquid	O
2183	2183	86	110	}	OO	-rcb-	O
2184	2184	87	110	(	OO	-lrb-	O
2185	2185	88	110	or	OO	or	O
2186	2186	89	110	R	NN	r	O
2187	2187	90	110	for	OO	for	O
2188	2188	91	110	{	OO	-lcb-	O
2189	2189	92	110	rhotic	JJ	rhotic	O
2190	2190	93	110	}	OO	-rcb-	O
2191	2191	94	110	and	OO	and	O
2192	2192	95	110	L	NN	l	O
2193	2193	96	110	for	OO	for	O
2194	2194	97	110	{	OO	-lcb-	O
2195	2195	98	110	lateral	JJ	lateral	O
2196	2196	99	110	}	OO	-rcb-	O
2197	2197	100	110	)	OO	-rrb-	O
2198	2198	101	110	,	OO	,	O
2199	2199	102	110	#	OO	#	O
2200	2200	103	110	or	OO	or	O
2201	2201	104	110	hash	VB	hash	O
2202	2202	105	110	for	OO	for	O
2203	2203	106	110	{	OO	-lcb-	O
2204	2204	107	110	click	VB	click	O
2205	2205	108	110	}	OO	-rcb-	O
2206	2206	109	110	,	OO	,	O
2207	2207	110	110	A	OO	a	O
2208	2208	111	110	for	OO	for	O
2209	2209	112	110	{	OO	-lcb-	O
2210	2210	113	110	low	JJ	low	O
2211	2211	114	110	vowel	NN	vowel	O
2212	2212	115	110	}	OO	-rcb-	O
2213	2213	116	110	,	OO	,	O
2214	2214	117	110	U	NN	U	O
2215	2215	118	110	for	OO	for	O
2216	2216	119	110	{	OO	-lcb-	O
2217	2217	120	110	rounded	VB	round	O
2218	2218	121	110	vowel	NN	vowel	O
2219	2219	122	110	}	OO	-rcb-	O
2220	2220	123	110	and	OO	and	O
2221	2221	124	110	B	NN	b	O
2222	2222	125	110	,	OO	,	O
2223	2223	126	110	D	NN	d	O
2224	2224	127	110	,	OO	,	O
2225	2225	128	110	J	NN	j	O
2226	2226	129	110	or	OO	or	O
2227	2227	130	110	Ɉ	NN	ɉ	O
2228	2228	131	110	,	OO	,	O
2229	2229	132	110	K	NN	K	O
2230	2230	133	110	,	OO	,	O
2231	2231	134	110	Q	NN	Q	O
2232	2232	135	110	,	OO	,	O
2233	2233	136	110	Φ	NN	Φ	O
2234	2234	137	110	,	OO	,	O
2235	2235	138	110	H	NN	h	O
2236	2236	139	110	for	OO	for	O
2237	2237	140	110	{	OO	-lcb-	O
2238	2238	141	110	labial	JJ	labial	O
2239	2239	142	110	}	OO	-rcb-	O
2240	2240	143	110	,	OO	,	O
2241	2241	144	110	{	OO	-lcb-	O
2242	2242	145	110	alveolar	JJ	alveolar	O
2243	2243	146	110	}	OO	-rcb-	O
2244	2244	147	110	,	OO	,	O
2245	2245	148	110	{	OO	-lcb-	O
2246	2246	149	110	post-alveolar	JJ	post-alveolar	O
2247	2247	150	110	}	OO	-rcb-	O
2248	2248	151	110	or	OO	or	O
2249	2249	152	110	{	OO	-lcb-	O
2250	2250	153	110	palatal	JJ	palatal	O
2251	2251	154	110	}	OO	-rcb-	O
2252	2252	155	110	,	OO	,	O
2253	2253	156	110	{	OO	-lcb-	O
2254	2254	157	110	velar	JJ	velar	O
2255	2255	158	110	}	OO	-rcb-	O
2256	2256	159	110	,	OO	,	O
2257	2257	160	110	{	OO	-lcb-	O
2258	2258	161	110	uvular	JJ	uvular	O
2259	2259	162	110	}	OO	-rcb-	O
2260	2260	163	110	,	OO	,	O
2261	2261	164	110	{	OO	-lcb-	O
2262	2262	165	110	pharyngeal	NN	pharyngeal	O
2263	2263	166	110	}	OO	-rcb-	O
2264	2264	167	110	and	OO	and	O
2265	2265	168	110	{	OO	-lcb-	O
2266	2266	169	110	glottal	JJ	glottal	O
2267	2267	170	110	}	OO	-rcb-	O
2268	2268	171	110	,	OO	,	O
2269	2269	172	110	respectively	RB	respectively	O
2270	2270	173	110	,	OO	,	O
2271	2271	174	110	and	OO	and	O
2272	2272	175	110	X	NN	x	O
2273	2273	176	110	for	OO	for	O
2274	2274	177	110	anything	NN	anything	O
2275	2275	178	110	.	OO	.	O
2276	2276	1	111	He	NN	he	O
2277	2277	2	111	says	VB	say	O
2278	2278	3	111	the	OO	the	O
2279	2279	4	111	big	JJ	big	O
2280	2280	5	111	questions	NN	question	O
2281	2281	6	111	--	OO	--	O
2282	2282	7	111	``	OO	``	O
2283	2283	8	111	Do	VB	do	O
2284	2284	9	111	you	NN	you	O
2285	2285	10	111	really	RB	really	O
2286	2286	11	111	need	VB	need	O
2287	2287	12	111	this	OO	this	O
2288	2288	13	111	much	JJ	much	O
2289	2289	14	111	money	NN	money	O
2290	2290	15	111	to	OO	to	O
2291	2291	16	111	put	VB	put	O
2292	2292	17	111	up	OO	up	O
2293	2293	18	111	these	OO	these	O
2294	2294	19	111	investments	NN	investment	O
2295	2295	20	111	?	OO	?	O
2296	2296	1	112	Have	VB	have	O
2297	2297	2	112	you	NN	you	O
2298	2298	3	112	told	VB	tell	O
2299	2299	4	112	investors	NN	investor	O
2300	2300	5	112	what	NN	what	O
2301	2301	6	112	is	VB	be	O
2302	2302	7	112	happening	VB	happen	O
2303	2303	8	112	in	OO	in	O
2304	2304	9	112	your	JJ	you	O
2305	2305	10	112	sector	NN	sector	O
2306	2306	11	112	?	OO	?	O
2307	2307	1	113	What	NN	what	O
2308	2308	2	113	about	OO	about	O
2309	2309	3	113	your	JJ	you	O
2310	2310	4	113	track	NN	track	O
2311	2311	5	113	record	NN	record	O
2312	2312	6	113	?	OO	?	O
2313	2313	1	114	--	OO	--	O
2314	2314	2	114	``	OO	``	O
2315	2315	3	114	are	VB	be	O
2316	2316	4	114	n't	RB	not	O
2317	2317	5	114	asked	VB	ask	O
2318	2318	6	114	of	OO	of	O
2319	2319	7	114	companies	NN	company	O
2320	2320	8	114	coming	VB	come	O
2321	2321	9	114	to	OO	to	O
2322	2322	10	114	market	NN	market	O
2323	2323	11	114	.	OO	.	O
