indexInDoc	token	posTag	
4162	floor	NN	
4163	soliloquy	NN	
4164	The	DT	
4165	expiration	NN	
4166	of	IN	
4167	surveillance	NN	
4168	authority	NN	
4169	demonstrates	VBZ	
4170	a	DT	
4171	profound	JJ	
4172	shift	NN	
4173	in	IN	
4174	American	JJ	
4175	attitudes	NNS	
4176	since	IN	
4177	the	DT	
4178	days	NNS	
4179	after	IN	
4180	the	DT	
4181	Sept	NNP	
4182	11	CD	
4183	2001	CD	
4184	terrorist	JJ	
4185	attacks	NNS	
4186	when	WRB	
4187	national	JJ	
4188	security	NN	
4189	was	VBD	
4190	in	IN	
4191	both	DT	
4192	parties	NNS	
4193	Fourteen	CD	
4194	years	NNS	
4195	after	IN	
4196	that	DT	
4197	attack	NN	
4198	even	RB	
4199	as	IN	
4200	American	JJ	
4201	conflicts	NNS	
4202	continue	VBP	
4203	abroad	RB	
4204	a	DT	
4205	swell	NN	
4206	of	IN	
4207	privacy	NN	
4208	concerns	NNS	
4209	stemming	VBG	
4210	from	IN	
4211	both	??	PDT
4212	the	DT	
4213	vast	JJ	
4214	expansion	NN	
4215	of	IN	
4216	communication	NN	
4217	systems	NNS	
4218	and	CC	
4219	an	DT	
4220	increasing	VBG	
4221	distrust	??	NN
4222	of	IN	
4223	??	NN	
4224	use	NN	
4225	of	IN	
4226	data	NNS	
4227	has	VBZ	
4228	turned	VBN	
4229	those	DT	
4230	concerns	NNS	
4231	on	IN	
4232	their	PRP$	
4233	head	NN	
4234	While	IN	
4235	it	PRP	
4236	would	MD	
4237	represent	VB	
4238	a	DT	
4239	retrenchment	NN	
4240	on	IN	
4241	the	DT	
4242	part	NN	
4243	of	IN	
4244	the	DT	
4245	government	NN	
4246	it	PRP	
4247	does	VBZ	
4248	not	RB	
4249	end	VB	
4250	the	DT	
4251	argument	NN	
4252	over	IN	
4253	the	DT	
4254	dual	JJ	
4255	imperatives	NNS	
4256	of	IN	
4257	security	NN	
4258	and	CC	
4259	individual	JJ	
4260	liberty	NN	
4261	brought	VBD	
4262	to	??	TO
4263	light	NN	
4264	by	IN	
4265	Edward	NNP	
4266	J	NNP	
4267	Snowden	NNP	
4268	a	DT	
4269	former	JJ	
4270	contractor	NN	
4271	for	IN	
4272	the	DT	
4273	National	NNP	
4274	Security	NNP	
4275	Agency	NNP	
4276	The	DT	
4277	expiration	NN	
4278	of	IN	
4279	three	CD	
4280	key	JJ	
4281	provisions	NNS	
4282	of	IN	
4283	the	DT	
4284	Patriot	NNP	
4285	Act	NNP	
4286	means	VBZ	
4287	that	??	IN
4288	for	IN	
4289	now	RB	
4290	the	DT	
4291	NSA	NNP	
4292	will	MD	
4293	no	RB	
4294	longer	RB	
4295	collect	VB	
4296	newly	RB	
4297	created	VBN	
4298	logs	NNS	
4299	of	IN	
4300	Americans	??	NNPS
4301	phone	NN	
4302	calls	NNS	
4303	in	IN	
4304	bulk	NN	
4305	It	PRP	
4306	also	RB	
4307	means	VBZ	
4308	that	IN	
4309	the	DT	
4310	FBI	NNP	
4311	invoke	VB	
4312	the	DT	
4313	Patriot	NNP	
4314	Act	NNP	
4315	to	TO	
4316	obtain	VB	
4317	for	IN	
4318	new	JJ	
4319	investigations	NNS	
4320	wiretap	NN	
4321	orders	NNS	
4322	that	WDT	
4323	follow	VBP	
4324	a	DT	
4325	suspect	NN	
4326	who	WP	
4327	changes	VBZ	
4328	phones	NNS	
4329	wiretap	NN	
4330	orders	NNS	
4331	for	IN	
4332	a	DT	
4333	lone	??	JJ
4334	wolf	NN	
4335	terrorism	NN	
4336	suspect	??	NN
4337	not	RB	
4338	linked	VBN	
4339	to	??	TO
4340	a	DT	
4341	group	NN	
4342	or	CC	
4343	court	NN	
4344	orders	NNS	
4345	to	TO	
4346	obtain	VB	
4347	business	NN	
4348	records	NNS	
4349	relevant	JJ	
4350	to	??	TO
4351	an	DT	
4352	investigation	NN	
4353	The	DT	
4354	Food	NNP	
4355	and	CC	
4356	Drug	NNP	
4357	Administration	NNP	
4358	on	IN	
4359	Tuesday	NNP	
4360	ordered	VBD	
4361	food	NN	
4362	companies	NNS	
4363	to	TO	
4364	phase	VB	
4365	out	RP	
4366	artificial	JJ	
4367	trans	??	JJ
4368	fats	NNS	
4369	calling	VBG	
4370	them	PRP	
4371	a	DT	
4372	threat	NN	
4373	to	??	TO
4374	public	JJ	
4375	health	NN	
4376	Consumers	NNS	
4377	are	VBP	
4378	nt	RB	
4379	likely	JJ	
4380	to	TO	
4381	notice	VB	
4382	much	??	PDT
4383	of	IN	
4384	a	DT	
4385	difference	NN	
4386	in	IN	
4387	their	PRP$	
4388	favorite	JJ	
4389	foods	NNS	
4390	but	CC	
4391	the	DT	
4392	administration	NN	
4393	says	VBZ	
4394	the	DT	
4395	move	NN	
4396	will	MD	
4397	reduce	VB	
4398	coronary	JJ	
4399	heart	NN	
4400	disease	NN	
4401	and	CC	
4402	prevent	??	VBZ
4403	thousands	NNS	
4404	of	IN	
4405	fatal	JJ	
4406	heart	NN	
4407	attacks	??	NNS
4408	every	DT	
4409	year	NN	
4410	Scientists	NNS	
4411	say	VBP	
4412	there	EX	
4413	are	VBP	
4414	no	DT	
4415	health	NN	
4416	benefits	NNS	
4417	to	??	TO
4418	the	DT	
4419	fats	NNS	
4420	which	WDT	
4421	are	VBP	
4422	used	VBN	
4423	in	IN	
4424	processing	??	VBG
4425	food	NN	
4426	and	CC	
4427	in	IN	
4428	restaurants	NNS	
4429	usually	RB	
4430	to	TO	
4431	improve	VB	
4432	texture	NN	
4433	shelf	NN	
4434	life	NN	
4435	or	CC	
4436	flavor	NN	
4437	They	PRP	
4438	can	MD	
4439	raise	VB	
4440	levels	NNS	
4441	of	IN	
4442	bad	??	JJ
4443	cholesterol	NN	
4444	and	CC	
4445	lower	??	VBZ
4446	good	??	JJ
4447	cholesterol	NN	
4448	increasing	VBG	
4449	the	DT	
4450	risk	NN	
4451	of	IN	
4452	heart	NN	
4453	disease	NN	
4454	the	DT	
4455	leading	VBG	
4456	cause	NN	
4457	of	IN	
4458	death	NN	
4459	in	IN	
4460	the	DT	
4461	United	NNP	
4462	States	??	NNPS
4463	The	DT	
4464	fats	NNS	
4465	are	VBP	
4466	created	VBN	
4467	when	WRB	
4468	hydrogen	NN	
4469	is	VBZ	
4470	added	VBN	
4471	to	??	TO
4472	vegetable	NN	
4473	oil	NN	
4474	to	TO	
4475	make	VB	
4476	it	PRP	
4477	more	RBR	
4478	solid	JJ	
4479	which	WDT	
4480	is	VBZ	
4481	why	WRB	
4482	they	PRP	
4483	are	VBP	
4484	often	RB	
4485	called	VBN	
4486	partially	RB	
4487	hydrogenated	??	VBN
4488	oils	NNS	
4489	Once	??	RB
4490	a	DT	
4491	staple	NN	
4492	of	IN	
4493	the	DT	
4494	American	JJ	
4495	diet	NN	
4496	think	VBP	
4497	shortening	??	NN
4498	and	CC	
4499	microwave	NN	
4500	popcorn	NN	
4501	most	??	JJS
4502	artificial	JJ	
4503	trans	??	JJ
4504	fats	NNS	
4505	are	VBP	
4506	already	RB	
4507	gone	VBN	
4508	The	DT	
4509	FDA	NNP	
4510	says	VBZ	
4511	that	IN	
4512	between	IN	
4513	2003	CD	
4514	and	CC	
4515	2012	CD	
4516	people	NNS	
4517	ate	VBD	
4518	about	IN	
4519	78	CD	
4520	percent	NN	
4521	less	JJR	
4522	trans	??	JJ
4523	fat	??	NN
4524	as	IN	
4525	food	NN	
4526	companies	NNS	
4527	began	VBD	
4528	using	VBG	
4529	other	JJ	
4530	kinds	NNS	
4531	of	IN	
4532	oils	NNS	
4533	to	TO	
4534	replace	VB	
4535	them	PRP	
4536	But	CC	
4537	some	DT	
4538	foods	NNS	
4539	still	RB	
4540	have	VBP	
4541	them	PRP	
4542	and	CC	
4543	the	DT	
4544	FDA	NNP	
4545	says	VBZ	
4546	those	DT	
4547	trans	??	JJ
4548	fats	NNS	
4549	remaining	VBG	
4550	in	IN	
4551	the	DT	
4552	food	NN	
4553	supply	NN	
4554	are	VBP	
4555	a	DT	
4556	health	NN	
4557	concern	NN	
4558	In	IN	
4559	a	DT	
4560	day	NN	
4561	of	IN	
4562	protests	NNS	
4563	in	IN	
4564	Egypt	NNP	
4565	hundreds	NNS	
4566	of	IN	
4567	thousands	NNS	
4568	of	IN	
4569	people	NNS	
4570	marched	VBD	
4571	in	IN	
4572	the	DT	
4573	streets	NNS	
4574	on	IN	
4575	January	NNP	
4576	25th	??	NN
4577	facing	VBG	
4578	down	RP	
4579	riot	NN	
4580	police	??	NN
4581	water	NN	
4582	cannons	NNS	
4583	baton	NN	
4584	charges	NNS	
4585	and	CC	
4586	tear	??	JJ
4587	gas	NN	
4588	The	DT	
4589	people	NNS	
4590	are	VBP	
4591	chanting	VBG	
4592	for	IN	
4593	freedom	NN	
4594	and	CC	
4595	an	DT	
4596	end	NN	
4597	to	??	TO
4598	the	DT	
4599	corrupt	JJ	
4600	administration	NN	
4601	of	IN	
4602	Hosni	NNP	
4603	Mubarak	NNP	
4604	who	WP	
4605	has	VBZ	
4606	been	VBN	
4607	in	IN	
4608	power	NN	
4609	for	IN	
4610	30	CD	
4611	years	NNS	
4612	with	IN	
4613	the	DT	
4614	demand	NN	
4615	that	IN	
4616	he	PRP	
4617	join	??	VBZ
4618	the	DT	
4619	Tunisian	JJ	
4620	dictator	NN	
4621	Ben	NNP	
4622	Ali	NNP	
4623	in	IN	
4624	Saudi	NNP	
4625	Arabia	NNP	
4626	By	IN	
4627	the	DT	
4628	Egyptian	JJ	
4629	government	NN	
4630	had	VBD	
4631	blocked	VBN	
4632	Twitter	??	NNP
4633	websites	NNS	
4634	of	IN	
4635	independent	JJ	
4636	newspapers	NNS	
4637	and	CC	
4638	live	??	JJ
4639	streaming	??	VBG
4640	application	NN	
4641	bambuser	NN	
4642	There	EX	
4643	are	VBP	
4644	reports	NNS	
4645	that	IN	
4646	phone	NN	
4647	lines	NNS	
4648	used	VBN	
4649	by	IN	
4650	lawyers	NNS	
4651	and	CC	
4652	activists	NNS	
4653	providing	VBG	
4654	support	NN	
4655	are	VBP	
4656	also	RB	
4657	being	VBG	
4658	suspended	VBN	
4659	and	CC	
4660	many	JJ	
4661	phone	NN	
4662	lines	NNS	
4663	have	VBP	
4664	had	VBN	
4665	data	NNS	
4666	services	NNS	
4667	disabled	JJ	
4668	At	IN	
4669	least	JJS	
4670	six	CD	
4671	protesters	NNS	
4672	were	VBD	
4673	killed	VBN	
4674	with	IN	
4675	some	DT	
4676	reports	NNS	
4677	that	IN	
4678	police	NN	
4679	in	IN	
4680	some	DT	
4681	cities	NNS	
4682	used	??	VBD
4683	live	JJ	
4684	ammunition	NN	
4685	on	IN	
4686	crowds	NNS	
4687	Over	IN	
4688	1000	CD	
4689	protesters	NNS	
4690	have	VBP	
4691	been	VBN	
4692	arrested	VBN	
4693	and	CC	
4694	Egyptian	JJ	
4695	telecoms	NNS	
4696	are	VBP	
4697	attempting	VBG	
4698	to	TO	
4699	block	VB	
4700	access	NN	
4701	to	??	TO
4702	sites	NNS	
4703	where	WRB	
4704	protesters	NNS	
4705	can	MD	
4706	post	VB	
4707	coverage	NN	
4708	While	IN	
4709	few	JJ	
4710	people	NNS	
4711	will	MD	
4712	openly	RB	
4713	admit	VB	
4714	to	??	TO
4715	liking	VBG	
4716	the	DT	
4717	dictatorship	NN	
4718	of	IN	
4719	Mubarak	NNP	
4720	he	PRP	
4721	is	VBZ	
4722	one	CD	
4723	of	IN	
4724	the	DT	
4725	largest	JJS	
4726	recipients	NNS	
4727	of	IN	
4728	US	NNP	
4729	aid	NN	
4730	and	CC	
4731	maintains	VBZ	
4732	his	PRP$	
4733	power	NN	
4734	largely	RB	
4735	because	IN	
4736	of	IN	
4737	the	DT	
4738	US	NNP	
4739	backing	NN	
4740	In	IN	
4741	a	DT	
4742	January	NNP	
4743	27th	??	NN
4744	PBS	NNP	
4745	interview	NN	
4746	Vice	NNP	
4747	President	NNP	
4748	Biden	NNP	
4749	said	VBD	
4750	he	PRP	
4751	would	MD	
4752	not	RB	
4753	refer	VB	
4754	to	??	TO
4755	Egyptian	JJ	
4756	President	NNP	
4757	Mubarak	NNP	
4758	as	IN	
4759	a	DT	
4760	dictator	NN	
4761	and	CC	
4762	instead	RB	
4763	called	VBD	
4764	him	PRP	
4765	an	DT	
4766	ally	??	NN
4767	on	IN	
4768	a	DT	
4769	number	NN	
4770	of	IN	
4771	key	JJ	
4772	foreign	JJ	
4773	policy	NN	
4774	issues	NNS	
4775	This	DT	
4776	year	NN	
4777	Pope	NNP	
4778	Francis	NNP	
4779	brought	VBD	
4780	a	DT	
4781	little	JJ	
4782	something	NN	
4783	extra	JJ	
4784	for	IN	
4785	the	DT	
4786	Curia	NNP	
4787	a	DT	
4788	15point	JJ	
4789	catalog	NN	
4790	of	IN	
4791	spiritual	JJ	
4792	diseases	NNS	
4793	seen	VBN	
4794	among	IN	
4795	leadership	NN	
4796	there	RB	
4797	and	CC	
4798	how	WRB	
4799	a	DT	
4800	little	JJ	
4801	bit	NN	
4802	of	IN	
4803	Christmas	NNP	
4804	spirit	NN	
4805	might	MD	
4806	help	VB	
4807	to	TO	
4808	make	VB	
4809	things	NNS	
4810	better	??	JJR
4811	not	RB	
4812	a	DT	
4813	perfect	JJ	
4814	analogy	NN	
4815	but	CC	
4816	??	NNP	
4817	Christmas	NNP	
4818	greeting	??	NN
4819	Monday	NNP	
4820	was	VBD	
4821	roughly	RB	
4822	the	DT	
4823	equivalent	NN	
4824	of	IN	
4825	a	DT	
4826	CEO	??	NN
4827	sending	VBG	
4828	his	PRP$	
4829	or	CC	
4830	her	PRP$	
4831	top	JJ	
4832	executives	NNS	
4833	off	??	IN
4834	to	??	TO
4835	Christmas	NNP	
4836	vacation	NN	
4837	with	IN	
4838	a	DT	
4839	list	NN	
4840	of	IN	
4841	everything	NN	
4842	they	PRP	
4843	do	VBP	
4844	wrong	??	RB
4845	at	IN	
4846	the	DT	
4847	company	NN	
4848	Merry	??	JJ
4849	Christmas	NNP	
4850	The	DT	
4851	list	NN	
4852	of	IN	
4853	diseases	NNS	
4854	included	??	VBD
4855	spiritual	JJ	
4856	??	??	??
4857	spiritual	??	JJ
4858	petrification	NN	
4859	a	DT	
4860	feeling	NN	
4861	of	IN	
4862	being	VBG	
4863	immortal	JJ	
4864	and	CC	
4865	funereal	??	JJ
4866	face	NN	
4867	a	DT	
4868	concept	NN	
4869	Francis	NNP	
4870	referred	VBD	
4871	to	??	TO
4872	this	DT	
4873	month	NN	
4874	urging	VBG	
4875	followers	NNS	
4876	to	TO	
4877	prepare	VB	
4878	for	IN	
4879	Christmas	NNP	
4880	with	IN	
4881	joy	NN	
4882	instead	RB	
4883	of	IN	
4884	dourness	NN	
4885	or	CC	
4886	anxiety	NN	
4887	The	DT	
4888	pope	NN	
4889	also	RB	
4890	blasted	VBD	
4891	gossiping	VBG	
4892	among	IN	
4893	officials	NNS	
4894	as	IN	
4895	a	DT	
4896	form	NN	
4897	of	IN	
4898	satanic	JJ	
4899	assassination	NN	
4900	He	PRP	
4901	said	VBD	
4902	Sometimes	??	RB
4903	officials	NNS	
4904	of	IN	
4905	the	DT	
4906	Curia	??	NNP
4907	feel	VBP	
4908	themselves	PRP	
4909	lords	NNS	
4910	of	IN	
4911	the	DT	
4912	manor	NN	
4913	superior	JJ	
4914	to	??	TO
4915	everyone	NN	
4916	and	CC	
4917	everything	NN	
4918	Francis	NNP	
4919	hoped	VBD	
4920	that	IN	
4921	the	DT	
4922	Christmas	NNP	
4923	season	NN	
4924	would	MD	
4925	help	VB	
4926	the	DT	
4927	governing	VBG	
4928	body	NN	
4929	to	TO	
4930	heal	VB	
4931	some	DT	
4932	of	IN	
4933	what	WP	
4934	ails	??	VBZ
4935	it	PRP	
4936	The	DT	
4937	Vatican	NNP	
4938	released	VBD	
4939	an	DT	
4940	English	JJ	
4941	version	NN	
4942	of	IN	
4943	the	DT	
4944	list	NN	
4945	Some	DT	
4946	of	IN	
4947	the	DT	
4948	highlights	??	NNS
4949	or	CC	
4950	lowlights	NNS	
4951	depending	VBG	
4952	on	IN	
4953	whether	IN	
4954	you	PRP	
4955	are	VBP	
4956	a	DT	
4957	member	NN	
4958	of	IN	
4959	the	DT	
4960	Curia	NNP	
4961	or	CC	
4962	not	RB	
4963	On	IN	
4964	feeling	NN	
4965	immortal	??	JJ
4966	A	DT	
4967	curia	NN	
4968	that	WDT	
4969	does	VBZ	
4970	not	RB	
4971	practice	??	VBZ
4972	does	VBZ	
4973	not	RB	
4974	keep	VB	
4975	up	RP	
4976	to	??	TO
4977	date	NN	
4978	does	VBZ	
4979	not	RB	
4980	try	VB	
4981	to	TO	
4982	better	??	VBZ
4983	itself	PRP	
4984	is	VBZ	
4985	an	DT	
4986	infirm	??	JJ
4987	Body	??	NNP
4988	Messages	NNS	
4989	in	IN	
4990	support	NN	
4991	of	IN	
4992	members	NNS	
4993	and	CC	
4994	a	DT	
4995	more	RBR	
4996	democratized	??	VBN
4997	University	NNP	
4998	of	IN	
4999	California	NNP	
5000	system	NN	
5001	were	VBD	
5002	displayed	VBN	
5003	as	IN	
5004	individuals	NNS	
5005	held	VBD	
5006	several	JJ	
5007	large	JJ	
5008	colorful	JJ	
5009	puppets	NNS	
5010	Food	??	NNP
5011	was	VBD	
5012	served	VBN	
5013	and	CC	
5014	the	DT	
5015	event	NN	
5016	was	VBD	
5017	dubbed	VBN	
5018	St	NNP	
5019	Precaria	NNP	
5020	s	POS	
5021	Picnic	NNP	
5022	Lecturers	??	NNS
5023	are	VBP	
5024	track	NN	
5025	members	NNS	
5026	They	PRP	
5027	say	VBP	
5028	that	IN	
5029	they	PRP	
5030	are	VBP	
5031	not	RB	
5032	treated	VBN	
5033	like	IN	
5034	professionals	NNS	
5035	even	RB	
5036	though	IN	
5037	they	PRP	
5038	teach	VBP	
5039	classes	NNS	
5040	engage	VB	
5041	in	IN	
5042	writing	??	VBZ
5043	and	CC	
5044	research	NN	
5045	and	CC	
5046	hold	VB	
5047	advanced	??	VBN
5048	degrees	NNS	
5049	from	IN	
5050	top	JJ	
5051	universities	NNS	
5052	Across	IN	
5053	the	DT	
5054	University	NNP	
5055	of	IN	
5056	California	NNP	
5057	system	NN	
5058	about	IN	
5059	of	IN	
5060	all	DT	
5061	classes	NNS	
5062	are	VBP	
5063	taught	VBN	
5064	by	IN	
5065	Lecturers	??	NNS
5066	and	CC	
5067	contingent	JJ	
5068	faculty	NN	
5069	members	NNS	
5070	teach	VBP	
5071	over	IN	
5072	half	NN	
5073	of	IN	
5074	the	DT	
5075	UC	??	NNP
5076	s	POS	
5077	undergraduate	JJ	
5078	credit	NN	
5079	hours	NNS	
5080	in	IN	
5081	total	??	NN
5082	if	IN	
5083	graduate	??	JJ
5084	student	NN	
5085	teachers	NNS	
5086	are	VBP	
5087	included	VBN	
5088	in	IN	
5089	the	DT	
5090	equation	NN	
5091	The	DT	
5092	majority	NN	
5093	of	IN	
5094	Lecturers	??	NNS
5095	are	VBP	
5096	hired	VBN	
5097	or	CC	
5098	as	IN	
5099	temp	??	JJ
5100	workers	NNS	
5101	which	WDT	
5102	leaves	VBZ	
5103	them	PRP	
5104	with	IN	
5105	no	DT	
5106	job	NN	
5107	security	NN	
5108	Additionally	RB	
5109	a	DT	
5110	Lecturer	??	NN
5111	s	POS	
5112	workload	NN	
5113	is	VBZ	
5114	typically	RB	
5115	twice	??	RB
5116	that	??	IN
5117	of	IN	
5118	a	DT	
5119	tenure	NN	
5120	track	NN	
5121	professor	NN	
5122	yet	??	CC
5123	they	PRP	
5124	are	VBP	
5125	paid	VBN	
5126	significantly	RB	
5127	less	RBR	
5128	Many	JJ	
5129	of	IN	
5130	the	DT	
5131	picket	NN	
5132	signs	NNS	
5133	displayed	VBD	
5134	at	IN	
5135	the	DT	
5136	picnic	NN	
5137	communicated	VBN	
5138	around	IN	
5139	the	DT	
5140	theme	NN	
5141	of	IN	
5142	precarity	NN	
5143	One	CD	
5144	such	JJ	
5145	message	NN	
5146	A	DT	
5147	Precarious	JJ	
5148	Faculty	NN	
5149	A	DT	
5150	Precarious	??	NNP
5151	University	NNP	
5152	was	VBD	
5153	emblazoned	VBN	
5154	on	IN	
5155	a	DT	
5156	gold	NN	
5157	flag	NN	
5158	along	IN	
5159	with	IN	
5160	the	DT	
5161	stencil	NN	
5162	of	IN	
5163	a	DT	
5164	fist	NN	
5165	holding	VBG	
5166	a	DT	
5167	pencil	NN	
5168	Precarity	NNP	
5169	has	VBZ	
5170	been	VBN	
5171	defined	VBN	
5172	as	IN	
5173	a	DT	
5174	condition	NN	
5175	of	IN	
5176	instability	NN	
5177	in	IN	
5178	the	DT	
5179	workforce	NN	
5180	created	VBN	
5181	in	IN	
5182	postindustrial	JJ	
5183	societies	NNS	
5184	when	WRB	
5185	management	NN	
5186	seeks	VBZ	
5187	to	TO	
5188	increase	VB	
5189	its	PRP$	
5190	own	JJ	
5191	strength	NN	
5192	by	IN	
5193	limiting	VBG	
5194	job	NN	
5195	opportunities	NNS	
5196	to	??	TO
5197	temporary	JJ	
5198	and	CC	
5199	or	CC	
5200	work	NN	
5201	Carl	NNP	
5202	Krawitt	NNP	
5203	has	VBZ	
5204	watched	VBN	
5205	his	PRP$	
5206	son	NN	
5207	Rhett	NNP	
5208	now	RB	
5209	6	CD	
5210	fight	??	VBZ
5211	leukemia	NN	
5212	for	IN	
5213	the	DT	
5214	past	??	JJ
5215	years	NNS	
5216	For	IN	
5217	more	JJR	
5218	than	IN	
5219	three	CD	
5220	of	IN	
5221	those	DT	
5222	years	NNS	
5223	Rhett	NNP	
5224	has	VBZ	
5225	undergone	VBN	
5226	round	??	NN
5227	after	IN	
5228	round	NN	
5229	of	IN	
5230	chemotherapy	NN	
5231	Last	JJ	
5232	year	NN	
5233	he	PRP	
5234	finished	VBD	
5235	chemotherapy	NN	
5236	and	CC	
5237	doctors	NNS	
5238	say	VBP	
5239	he	PRP	
5240	is	VBZ	
5241	in	IN	
5242	remission	NN	
5243	Now	RB	
5244	there	EX	
5245	s	VBZ	
5246	a	DT	
5247	new	JJ	
5248	threat	NN	
5249	one	CD	
5250	that	??	WDT
5251	the	DT	
5252	family	NN	
5253	should	MD	
5254	not	RB	
5255	have	VB	
5256	to	TO	
5257	worry	VB	
5258	about	IN	
5259	measles	NNS	
5260	Rhett	NNP	
5261	be	VB	
5262	vaccinated	VBN	
5263	because	IN	
5264	his	PRP$	
5265	immune	JJ	
5266	system	NN	
5267	is	VBZ	
5268	still	RB	
5269	rebuilding	VBG	
5270	It	PRP	
5271	may	MD	
5272	be	VB	
5273	months	NNS	
5274	more	??	RBR
5275	before	IN	
5276	his	PRP$	
5277	body	NN	
5278	is	VBZ	
5279	healthy	JJ	
5280	enough	RB	
5281	to	TO	
5282	get	VB	
5283	all	??	DT
5284	his	PRP$	
5285	immunizations	NNS	
5286	Until	IN	
5287	then	RB	
5288	he	PRP	
5289	depends	VBZ	
5290	on	IN	
5291	everyone	NN	
5292	around	IN	
5293	him	PRP	
5294	for	IN	
5295	protection	NN	
5296	what	WP	
5297	s	??	POS
5298	known	VBN	
5299	as	IN	
5300	herd	NN	
5301	immunity	NN	
5302	But	CC	
5303	Rhett	NNP	
5304	lives	VBZ	
5305	in	IN	
5306	Marin	NNP	
5307	County	NNP	
5308	Calif	NNP	
5309	a	DT	
5310	county	NN	
5311	with	IN	
5312	the	DT	
5313	dubious	JJ	
5314	honor	NN	
5315	of	IN	
5316	having	VBG	
5317	the	DT	
5318	highest	JJS	
5319	rate	NN	
5320	of	IN	
5321	personal	JJ	
5322	belief	NN	
5323	exemptions	NNS	
5324	in	IN	
5325	the	DT	
5326	Bay	NNP	
5327	Area	NNP	
5328	and	CC	
5329	among	IN	
5330	the	DT	
5331	highest	JJS	
5332	in	IN	
5333	the	DT	
5334	state	NN	
5335	This	DT	
5336	school	NN	
5337	year	NN	
5338	645	CD	
5339	percent	NN	
5340	of	IN	
5341	children	NNS	
5342	in	IN	
5343	Marin	NNP	
5344	have	VBP	
5345	a	DT	
5346	personal	JJ	
5347	belief	NN	
5348	exemption	NN	
5349	which	WDT	
5350	allows	VBZ	
5351	parents	NNS	
5352	to	TO	
5353	lawfully	RB	
5354	send	VB	
5355	their	PRP$	
5356	children	NNS	
5357	to	??	TO
5358	school	??	NN
5359	unvaccinated	??	JJ
5360	against	IN	
5361	communicable	JJ	
5362	diseases	NNS	
5363	like	IN	
5364	measles	NNS	
5365	polio	??	NN
5366	whooping	JJ	
5367	cough	NN	
5368	and	CC	
5369	more	JJR	
5370	Carl	NNP	
5371	Krawitt	NNP	
5372	has	VBZ	
5373	had	VBN	
5374	just	RB	
5375	about	??	RB
5376	enough	??	DT
5377	It	PRP	
5378	s	VBZ	
5379	very	RB	
5380	emotional	JJ	
5381	for	IN	
5382	me	PRP	
5383	he	PRP	
5384	said	VBD	
5385	If	IN	
5386	you	PRP	
5387	choose	VBP	
5388	not	RB	
5389	to	TO	
5390	immunize	VB	
5391	your	PRP$	
5392	own	JJ	
5393	child	NN	
5394	and	CC	
5395	your	PRP$	
5396	own	JJ	
5397	child	NN	
5398	dies	VBZ	
5399	because	IN	
5400	they	PRP	
5401	get	VBP	
5402	measles	NNS	
5403	OK	??	UH
5404	that	??	IN
5405	s	VBZ	
5406	your	PRP$	
5407	responsibility	NN	
5408	that	DT	
5409	s	VBZ	
5410	your	PRP$	
5411	choice	NN	
5412	But	CC	
5413	if	IN	
5414	your	PRP$	
5415	child	NN	
5416	gets	VBZ	
5417	sick	JJ	
5418	and	CC	
5419	gets	VBZ	
5420	my	PRP$	
5421	child	NN	
5422	sick	JJ	
5423	and	CC	
5424	my	PRP$	
5425	child	NN	
5426	dies	VBZ	
5427	then	RB	
5428	your	PRP$	
5429	action	NN	
5430	has	VBZ	
5431	harmed	VBN	
5432	my	PRP$	
5433	child	NN	
5434	South	NNP	
5435	??	NNP	
5436	startup	??	NN
5437	culture	NN	
5438	has	VBZ	
5439	been	VBN	
5440	gaining	VBG	
5441	more	JJR	
5442	attention	NN	
5443	as	IN	
5444	of	IN	
5445	late	??	NN
5446	According	VBG	
5447	to	??	TO
5448	??	NNP	
5449	Small	??	JJ
5450	and	CC	
5451	Medium	NNP	
5452	Business	NNP	
5453	Administration	NNP	
5454	the	DT	
5455	number	NN	
5456	of	IN	
5457	startups	NNS	
5458	in	IN	
5459	the	DT	
5460	country	NN	
5461	soared	VBD	
5462	to	??	TO
5463	roughly	RB	
5464	30000	CD	
5465	as	IN	
5466	of	IN	
5467	January	NNP	
5468	this	DT	
5469	year	NN	
5470	up	RB	
5471	from	IN	
5472	a	DT	
5473	mere	JJ	
5474	2000	CD	
5475	some	DT	
5476	16	CD	
5477	years	NNS	
5478	ago	RB	
5479	And	CC	
5480	among	IN	
5481	that	DT	
5482	group	NN	
5483	63	CD	
5484	have	VBP	
5485	risen	VBN	
5486	to	??	TO
5487	No	NN	
5488	1	CD	
5489	in	IN	
5490	terms	NNS	
5491	of	IN	
5492	market	NN	
5493	share	NN	
5494	in	IN	
5495	their	PRP$	
5496	respective	JJ	
5497	industries	NNS	
5498	But	CC	
5499	in	IN	
5500	spite	NN	
5501	of	IN	
5502	that	DT	
5503	growth	NN	
5504	and	CC	
5505	the	DT	
5506	??	NN	
5507	ongoing	JJ	
5508	support	NN	
5509	for	IN	
5510	building	VBG	
5511	a	DT	
5512	creative	JJ	
5513	economy	NN	
5514	one	??	NN
5515	that	WDT	
5516	favors	VBZ	
5517	and	CC	
5518	encourages	VBZ	
5519	young	JJ	
5520	entrepreneurship	NN	
5521	??	NNP	
5522	startup	??	NN
5523	culture	NN	
5524	is	VBZ	
5525	not	RB	
5526	as	IN	
5527	advantageous	JJ	
5528	or	CC	
